unigram,repetation,polarity,sentiment
administ,2,0.0,neutral
wash,2,0.0,neutral
protect,2,0.0,neutral
team,2,0.0,neutral
erience,2,0.0,neutral
group,2,0.0,neutral
possible,2,0.0,neutral
final,2,0.0,neutral
approval,2,0.0,neutral
decisions,2,0.0,neutral
applicability,2,0.0,neutral
jayanaga,2,0.0,neutral
rest,2,0.0,neutral
anand,2,0.0,neutral
mahindra,2,0.0,neutral
lauded,2,0.0,neutral
robust,2,0.0,neutral
vaccin,2,0.0,neutral
seems,2,0.0,neutral
weight,2,0.0,neutral
al,2,0.0,neutral
difference,2,0.0,neutral
skincare,2,0.0,neutral
monthly,2,0.0,neutral
guidance,2,0.0,neutral
honorable,2,0.0,neutral
committee,2,0.0,neutral
mining,2,0.0,neutral
grow,2,0.0,neutral
globe,2,0.0,neutral
worldsfastestvaccinedrive,2,0.0,neutral
say,2,0.0,neutral
stricken,2,0.0,neutral
financial,2,0.0,neutral
lung,2,0.0,neutral
nprashanth,2,0.0,neutral
opposition,2,0.0,neutral
lt,2,0.0,neutral
unvaccinated,2,0.0,neutral
serosurvey,2,0.0,neutral
camps,2,0.0,neutral
trichy,2,0.0,neutral
revealed,2,0.0,neutral
ivermectin,2,0.0,neutral
issued,2,0.0,neutral
rapid,2,0.0,neutral
including,2,0.0,neutral
night,2,0.0,neutral
nessentia,2,0.0,neutral
ms,2,0.0,neutral
course,2,0.0,neutral
nsee,2,0.0,neutral
remove,2,0.0,neutral
emirate,2,0.0,neutral
information,2,0.0,neutral
co,2,0.0,neutral
industry,2,0.0,neutral
france,2,0.0,neutral
suspend,2,0.0,neutral
suggest,2,0.0,neutral
dayavg,2,0.0,neutral
nagadi,2,0.0,neutral
misinformation,2,0.0,neutral
worldpatientsafetyday,2,0.0,neutral
delhifightscorona,2,0.0,neutral
positivityrate,2,0.0,neutral
mandatory,2,0.0,neutral
ahmedabad,2,0.0,neutral
boosting,2,0.0,neutral
te,2,0.0,neutral
decline,2,0.0,neutral
jayanag,2,0.0,neutral
technologies,2,0.0,neutral
handling,2,0.0,neutral
part,2,0.0,neutral
shots,2,0.0,neutral
reminder,2,0.0,neutral
attempt,2,0.0,neutral
ranchi,2,0.0,neutral
walk,2,0.0,neutral
method,2,0.0,neutral
genocide,2,0.0,neutral
nat,2,0.0,neutral
selfie,2,0.0,neutral
completed,2,0.0,neutral
thankyoumodiji,2,0.0,neutral
child,2,0.0,neutral
indiafightscovid,2,0.0,neutral
nhamilton,2,0.0,neutral
nagpuralert,2,0.0,neutral
persons,2,0.0,neutral
nagpur,2,0.0,neutral
fartode,2,0.0,neutral
trial,2,0.0,neutral
therapy,2,0.0,neutral
within,2,0.0,neutral
calls,2,0.0,neutral
nbhagwan,2,0.0,neutral
mah,2,0.0,neutral
prabhas,2,0.0,neutral
comes,2,0.0,neutral
support,2,0.0,neutral
doubt,2,0.0,neutral
metaverse,2,0.0,neutral
mizoram,2,0.0,neutral
niti,2,0.0,neutral
aayog,2,0.0,neutral
enter,2,0.0,neutral
areas,2,0.0,neutral
centers,2,0.0,neutral
westbengal,2,0.0,neutral
gave,2,0.0,neutral
praised,2,0.0,neutral
nagaland,2,0.0,neutral
festival,2,0.0,neutral
held,2,0.0,neutral
visited,2,0.0,neutral
ncrr,2,0.0,neutral
agai,2,0.0,neutral
restrictions,2,0.0,neutral
singapore,2,0.0,neutral
app,2,0.0,neutral
rela,2,0.0,neutral
response,2,0.0,neutral
tafrishaala,2,0.0,neutral
awaam,2,0.0,neutral
gfvip,2,0.0,neutral
impftod,2,0.0,neutral
bbnajia,2,0.0,neutral
bbtvi,2,0.0,neutral
agencies,2,0.0,neutral
map,2,0.0,neutral
zero,2,0.0,neutral
lies,2,0.0,neutral
everything,2,0.0,neutral
via,2,0.0,neutral
availability,2,0.0,neutral
ntes,2,0.0,neutral
mauritius,2,0.0,neutral
navinchandra,2,0.0,neutral
ramgoolam,2,0.0,neutral
ward,2,0.0,neutral
aiims,2,0.0,neutral
vk,2,0.0,neutral
march,2,0.0,neutral
either,2,0.0,neutral
increased,2,0.0,neutral
nprashant,2,0.0,neutral
nchina,2,0.0,neutral
en,2,0.0,neutral
fool,2,0.0,neutral
celebrating,2,0.0,neutral
god,2,0.0,neutral
earlier,2,0.0,neutral
na,2,0.0,neutral
credit,2,0.0,neutral
ntest,2,0.0,neutral
grateful,2,0.0,neutral
seven,2,0.0,neutral
nsagar,2,0.0,neutral
mr,2,0.0,neutral
strict,2,0.0,neutral
uae,2,0.0,neutral
sharjah,2,0.0,neutral
donated,2,0.0,neutral
peacekeepers,2,0.0,neutral
austed,2,0.0,neutral
phane,2,0.0,neutral
ncongratulations,2,0.0,neutral
never,2,0.0,neutral
nnano,2,0.0,neutral
nkoshys,2,0.0,neutral
among,2,0.0,neutral
photos,2,0.0,neutral
receive,2,0.0,neutral
beyond,2,0.0,neutral
ones,2,0.0,neutral
necessary,2,0.0,neutral
nthe,2,0.0,neutral
nand,2,0.0,neutral
reveals,2,0.0,neutral
findings,2,0.0,neutral
jurisdiction,2,0.0,neutral
aug,2,0.0,neutral
police,2,0.0,neutral
mansukh,2,0.0,neutral
mandaviya,2,0.0,neutral
inspected,2,0.0,neutral
beach,2,0.0,neutral
saturday,2,0.0,neutral
dear,2,0.0,neutral
lifestyle,2,0.0,neutral
ntota,2,0.0,neutral
purifiers,2,0.0,neutral
installed,2,0.0,neutral
department,2,0.0,neutral
sood,2,0.0,neutral
recovery,2,0.0,neutral
card,2,0.0,neutral
prevent,2,0.0,neutral
largest,2,0.0,neutral
current,2,0.0,neutral
program,2,0.0,neutral
months,2,0.0,neutral
nlife,2,0.0,neutral
ngurushree,2,0.0,neutral
ministry,2,0.0,neutral
facebook,2,0.0,neutral
sector,2,0.0,neutral
rajasthan,2,0.0,neutral
coronaupdate,2,0.0,neutral
jaipur,2,0.0,neutral
member,2,0.0,neutral
understand,2,0.0,neutral
caseload,2,0.0,neutral
tops,2,0.0,neutral
rv,2,0.0,neutral
class,2,0.0,neutral
packages,2,0.0,neutral
getting,2,0.0,neutral
majority,2,0.0,neutral
uttarakhand,2,0.0,neutral
protocols,2,0.0,neutral
stadium,2,0.0,neutral
almost,2,0.0,neutral
si,2,0.0,neutral
hai,2,0.0,neutral
coffee,2,0.0,neutral
kadugo,2,0.0,neutral
nuvin,2,0.0,neutral
npeople,2,0.0,neutral
tr,2,0.0,neutral
continues,2,0.0,neutral
conference,2,0.0,neutral
crucial,2,0.0,neutral
deal,2,0.0,neutral
concessions,2,0.0,neutral
treatment,2,0.0,neutral
malathi,2,0.0,neutral
three,2,0.0,neutral
celebrates,2,0.0,neutral
nadu,2,0.0,neutral
nfully,2,0.0,neutral
edible,2,0.0,neutral
increasing,2,0.0,neutral
mat,2,0.0,neutral
organized,2,0.0,neutral
stands,2,0.0,neutral
look,2,0.0,neutral
anyone,2,0.0,neutral
ntests,2,0.0,neutral
nbrookefie,2,0.0,neutral
locations,2,0.0,neutral
childrens,2,0.0,neutral
nbut,2,0.0,neutral
significance,2,0.0,neutral
delivery,2,0.0,neutral
tomorrow,2,0.0,neutral
nbharathi,2,0.0,neutral
pande,2,0.0,neutral
meghalaya,2,0.0,neutral
supervisor,2,0.0,neutral
vaccinati,2,0.0,neutral
telecom,2,0.0,neutral
drives,2,0.0,neutral
gvmc,2,0.0,neutral
mayurbhanj,2,0.0,neutral
willow,2,0.0,neutral
japanese,2,0.0,neutral
regarding,2,0.0,neutral
afternoon,1,0.0,neutral
fourth,1,0.0,neutral
ngreat,1,0.0,neutral
warrior,1,0.0,neutral
sidda,1,0.0,neutral
krishnendrarai,1,0.0,neutral
cut,1,0.0,neutral
fsw,1,0.0,neutral
nsurname,1,0.0,neutral
nnickname,1,0.0,neutral
nmother,1,0.0,neutral
ncurrent,1,0.0,neutral
boyfriend,1,0.0,neutral
scientific,1,0.0,neutral
publi,1,0.0,neutral
responsive,1,0.0,neutral
framework,1,0.0,neutral
towards,1,0.0,neutral
equitable,1,0.0,neutral
stake,1,0.0,neutral
sale,1,0.0,neutral
access,1,0.0,neutral
cyour,1,0.0,neutral
imagination,1,0.0,neutral
preview,1,0.0,neutral
attractions,1,0.0,neutral
albert,1,0.0,neutral
einstein,1,0.0,neutral
getvaccinated,1,0.0,neutral
blogalert,1,0.0,neutral
value,1,0.0,neutral
chains,1,0.0,neutral
gvcs,1,0.0,neutral
undergo,1,0.0,neutral
drastic,1,0.0,neutral
transformation,1,0.0,neutral
nhere,1,0.0,neutral
ag,1,0.0,neutral
leaving,1,0.0,neutral
residential,1,0.0,neutral
hostels,1,0.0,neutral
homes,1,0.0,neutral
mandatorily,1,0.0,neutral
screened,1,0.0,neutral
rt,1,0.0,neutral
looming,1,0.0,neutral
routine,1,0.0,neutral
immunisation,1,0.0,neutral
cif,1,0.0,neutral
design,1,0.0,neutral
chances,1,0.0,neutral
someone,1,0.0,neutral
guess,1,0.0,neutral
nnot,1,0.0,neutral
depends,1,0.0,neutral
worst,1,-1.0,negative
best,1,1.0,positive
coronavaccine,1,0.0,neutral
mple,1,0.0,neutral
donkey,1,0.0,neutral
edition,1,0.0,neutral
asianjournalofmedicalsciences,1,0.0,neutral
mendeley,1,0.0,neutral
plum,1,0.0,neutral
etrics,1,0.0,neutral
doaj,1,0.0,neutral
ebsco,1,0.0,neutral
cabi,1,0.0,neutral
slammed,1,0.0,neutral
waited,1,0.0,neutral
climateaction,1,0.0,neutral
twt,1,0.0,neutral
agenda,1,0.0,neutral
busiest,1,0.0,neutral
diplomati,1,0.0,neutral
headline,1,0.0,neutral
pr,1,0.0,neutral
forte,1,0.0,neutral
nevent,1,0.0,neutral
nbecause,1,0.0,neutral
bribe,1,0.0,neutral
promote,1,0.0,neutral
unethically,1,0.0,neutral
proven,1,0.0,neutral
oh,1,0.0,neutral
forgotten,1,0.0,neutral
incidents,1,0.0,neutral
classroom,1,0.0,neutral
teaching,1,0.0,neutral
ug,1,0.0,neutral
odishanews,1,0.0,neutral
cancer,1,0.0,neutral
fighting,1,0.0,neutral
africa,1,0.0,neutral
faces,1,0.0,neutral
shortfall,1,0.0,neutral
hw,1,0.0,neutral
english,1,0.0,neutral
ortban,1,0.0,neutral
nessential,1,0.0,neutral
tackle,1,0.0,neutral
prosperity,1,0.0,neutral
ppl,1,0.0,neutral
authority,1,0.0,neutral
justify,1,0.0,neutral
giving,1,0.0,neutral
illogical,1,0.0,neutral
reasons,1,0.0,neutral
speaker,1,0.0,neutral
removed,1,0.0,neutral
voice,1,0.0,neutral
passenger,1,0.0,neutral
especiall,1,0.0,neutral
breakingnews,1,0.0,neutral
added,1,0.0,neutral
foolish,1,0.0,neutral
nounethicalvaccine,1,0.0,neutral
hc,1,0.0,neutral
hookah,1,0.0,neutral
bars,1,0.0,neutral
delhihc,1,0.0,neutral
rcog,1,0.0,neutral
respond,1,0.0,neutral
periods,1,0.0,neutral
beijing,1,0.0,neutral
olympics,1,0.0,neutral
rigorous,1,0.0,neutral
ioc,1,0.0,neutral
hypoglycemia,1,0.0,neutral
ailment,1,0.0,neutral
seriousness,1,0.0,neutral
manifestations,1,0.0,neutral
hypo,1,0.0,neutral
effect,1,0.0,neutral
disambiguation,1,0.0,neutral
gases,1,0.0,neutral
allow,1,0.0,neutral
sunlight,1,0.0,neutral
pass,1,0.0,neutral
addressed,1,0.0,neutral
american,1,0.0,neutral
association,1,0.0,neutral
atma,1,0.0,neutral
biannual,1,0.0,neutral
convention,1,0.0,neutral
virtual,1,0.0,neutral
highlighted,1,0.0,neutral
relief,1,0.0,neutral
fund,1,0.0,neutral
sells,1,0.0,neutral
donations,1,0.0,neutral
sent,1,0.0,neutral
ethereum,1,0.0,neutral
founder,1,0.0,neutral
vitalikbuterin,1,0.0,neutral
shibainu,1,0.0,neutral
shi,1,0.0,neutral
villages,1,0.0,neutral
find,1,0.0,neutral
villa,1,0.0,neutral
ist,1,0.0,neutral
iind,1,0.0,neutral
congratulatio,1,0.0,neutral
emotional,1,0.0,neutral
beings,1,0.0,neutral
rushikondabeach,1,0.0,neutral
plastic,1,0.0,neutral
epositivity,1,0.0,neutral
edischarg,1,0.0,neutral
rascals,1,0.0,neutral
fingers,1,0.0,neutral
nthere,1,0.0,neutral
reporting,1,0.0,neutral
weekendread,1,0.0,neutral
businessadvice,1,0.0,neutral
employees,1,0.0,neutral
bus,1,0.0,neutral
drivers,1,0.0,neutral
conductors,1,0.0,neutral
station,1,0.0,neutral
masters,1,0.0,neutral
ticket,1,0.0,neutral
checking,1,0.0,neutral
teams,1,0.0,neutral
de,1,0.0,neutral
diary,1,0.0,neutral
farmer,1,0.0,neutral
veil,1,0.0,neutral
uncertainty,1,0.0,neutral
nsome,1,0.0,neutral
frozen,1,0.0,neutral
frames,1,0.0,neutral
rule,1,0.0,neutral
realized,1,0.0,neutral
msme,1,0.0,neutral
campus,1,0.0,neutral
vaccinationday,1,0.0,neutral
nimsme,1,0.0,neutral
yousufguda,1,0.0,neutral
ghmc,1,0.0,neutral
left,1,0.0,neutral
submit,1,0.0,neutral
shorts,1,0.0,neutral
films,1,0.0,neutral
comedy,1,0.0,neutral
drama,1,0.0,neutral
animation,1,0.0,neutral
horror,1,0.0,neutral
documentary,1,0.0,neutral
webseries,1,0.0,neutral
musicvideo,1,0.0,neutral
nm,1,0.0,neutral
ramaiah,1,0.0,neutral
colle,1,0.0,neutral
relate,1,0.0,neutral
visakhapatnamnews,1,0.0,neutral
logs,1,0.0,neutral
recoveries,1,0.0,neutral
pondyfightscorona,1,0.0,neutral
dipro,1,0.0,neutral
kept,1,0.0,neutral
professionals,1,0.0,neutral
etc,1,0.0,neutral
pushing,1,0.0,neutral
vaccinemadness,1,0.0,neutral
genocidal,1,0.0,neutral
nf,1,0.0,neutral
shortage,1,0.0,neutral
might,1,0.0,neutral
become,1,0.0,neutral
permanent,1,0.0,neutral
caused,1,0.0,neutral
volunteers,1,0.0,neutral
aid,1,0.0,neutral
familie,1,0.0,neutral
sharing,1,0.0,neutral
thoughts,1,0.0,neutral
wrote,1,0.0,neutral
aspiring,1,0.0,neutral
livestream,1,0.0,neutral
solutions,1,0.0,neutral
joined,1,0.0,neutral
este,1,0.0,neutral
fluid,1,0.0,neutral
transfer,1,0.0,neutral
ndischarged,1,0.0,neutral
eases,1,0.0,neutral
travellers,1,0.0,neutral
benefit,1,0.0,neutral
route,1,0.0,neutral
scam,1,0.0,neutral
certified,1,0.0,neutral
takingmoney,1,0.0,neutral
beating,1,0.0,neutral
retreat,1,0.0,neutral
resumed,1,0.0,neutral
side,1,0.0,neutral
suspended,1,0.0,neutral
mar,1,0.0,neutral
semiconductor,1,0.0,neutral
chipproduction,1,0.0,neutral
tektronix,1,0.0,neutral
brings,1,0.0,neutral
parametric,1,0.0,neutral
testsystem,1,0.0,neutral
kte,1,0.0,neutral
software,1,0.0,neutral
aver,1,0.0,neutral
np,1,0.0,neutral
dindia,1,0.0,neutral
marches,1,0.0,neutral
admin,1,0.0,neutral
regulation,1,0.0,neutral
currently,1,0.0,neutral
applied,1,0.0,neutral
selected,1,0.0,neutral
equipment,1,0.0,neutral
ahpi,1,0.0,neutral
dg,1,0.0,neutral
demand,1,0.0,neutral
temporary,1,0.0,neutral
surges,1,0.0,neutral
compared,1,0.0,neutral
hire,1,0.0,neutral
street,1,0.0,neutral
shotonrealme,1,0.0,neutral
gotoe,1,0.0,neutral
makes,1,0.0,neutral
initial,1,0.0,neutral
names,1,0.0,neutral
trying,1,0.0,neutral
warn,1,0.0,neutral
bureau,1,0.0,neutral
statistics,1,0.0,neutral
sliding,1,0.0,neutral
jobs,1,0.0,neutral
whitefield,1,0.0,neutral
ny,1,0.0,neutral
ngreenvie,1,0.0,neutral
cii,1,0.0,neutral
donates,1,0.0,neutral
concentrators,1,0.0,neutral
rto,1,0.0,neutral
situated,1,0.0,neutral
heart,1,0.0,neutral
andhra,1,0.0,neutral
known,1,0.0,neutral
picturesque,1,0.0,neutral
serene,1,0.0,neutral
landscape,1,0.0,neutral
kadu,1,0.0,neutral
metgala,1,0.0,neutral
agri,1,0.0,neutral
clu,1,0.0,neutral
red,1,0.0,neutral
chili,1,0.0,neutral
sauce,1,0.0,neutral
quality,1,0.0,neutral
gm,1,0.0,neutral
pack,1,0.0,neutral
nclick,1,0.0,neutral
product,1,0.0,neutral
cgolden,1,0.0,neutral
repo,1,0.0,neutral
lains,1,0.0,neutral
challenge,1,0.0,neutral
symptom,1,0.0,neutral
deeper,1,0.0,neutral
cascading,1,0.0,neutral
negotiating,1,0.0,neutral
buy,1,0.0,neutral
additional,1,0.0,neutral
donate,1,0.0,neutral
sops,1,0.0,neutral
financeminister,1,0.0,neutral
pmbirthday,1,0.0,neutral
jai,1,0.0,neutral
unga,1,0.0,neutral
overshadowed,1,0.0,neutral
stop,1,0.0,neutral
mind,1,0.0,neutral
blowing,1,0.0,neutral
millio,1,0.0,neutral
nfo,1,0.0,neutral
vacay,1,0.0,neutral
ananyapanday,1,0.0,neutral
tollywood,1,0.0,neutral
tollywoodactress,1,0.0,neutral
bollywood,1,0.0,neutral
household,1,0.0,neutral
personalcareproducts,1,0.0,neutral
priyanka,1,0.0,neutral
tibrewal,1,0.0,neutral
responds,1,0.0,neutral
ec,1,0.0,neutral
notice,1,0.0,neutral
priyankatibrewal,1,0.0,neutral
immunity,1,0.0,neutral
passports,1,0.0,neutral
violate,1,0.0,neutral
law,1,0.0,neutral
nlet,1,0.0,neutral
wish,1,0.0,neutral
clarion,1,0.0,neutral
strengthenin,1,0.0,neutral
vaccinationtoday,1,0.0,neutral
providing,1,0.0,neutral
amenities,1,0.0,neutral
noutrageous,1,0.0,neutral
openly,1,0.0,neutral
flout,1,0.0,neutral
intermediary,1,0.0,neutral
means,1,0.0,neutral
premature,1,0.0,neutral
prioritised,1,0.0,neutral
goals,1,0.0,neutral
cta,1,0.0,neutral
sh,1,0.0,neutral
claims,1,0.0,neutral
ired,1,0.0,neutral
employeewellbeing,1,0.0,neutral
healthinsurance,1,0.0,neutral
topped,1,0.0,neutral
karnat,1,0.0,neutral
ssp,1,0.0,neutral
shir,1,0.0,neutral
jkp,1,0.0,neutral
alongs,1,0.0,neutral
dc,1,0.0,neutral
surprise,1,0.0,neutral
inspection,1,0.0,neutral
conduct,1,0.0,neutral
juris,1,0.0,neutral
sales,1,0.0,neutral
developer,1,0.0,neutral
maa,1,0.0,neutral
jo,1,0.0,neutral
marketing,1,0.0,neutral
hiring,1,0.0,neutral
operate,1,0.0,neutral
pre,1,0.0,neutral
domestic,1,0.0,neutral
taliban,1,0.0,neutral
terrorist,1,0.0,neutral
burkha,1,0.0,neutral
compulsary,1,0.0,neutral
contact,1,0.0,neutral
kills,1,0.0,neutral
dig,1,0.0,neutral
greatnews,1,0.0,neutral
pmmodibirthday,1,0.0,neutral
veerandrasingh,1,0.0,neutral
hollywood,1,0.0,neutral
investors,1,0.0,neutral
producers,1,0.0,neutral
actors,1,0.0,neutral
director,1,0.0,neutral
models,1,0.0,neutral
fitness,1,0.0,neutral
lg,1,0.0,neutral
appliances,1,0.0,neutral
manufacturing,1,0.0,neutral
lgelectronics,1,0.0,neutral
lgpolymers,1,0.0,neutral
physical,1,0.0,neutral
nto,1,0.0,neutral
workshop,1,0.0,neutral
refresher,1,0.0,neutral
peer,1,0.0,neutral
tea,1,0.0,neutral
flash,1,0.0,neutral
strategic,1,0.0,neutral
advisory,1,0.0,neutral
immunization,1,0.0,neutral
sage,1,0.0,neutral
slew,1,0.0,neutral
nbangalore,1,0.0,neutral
nethralaya,1,0.0,neutral
bsk,1,0.0,neutral
believing,1,0.0,neutral
engine,1,0.0,neutral
crypto,1,0.0,neutral
book,1,0.0,neutral
hodl,1,0.0,neutral
kar,1,0.0,neutral
et,1,0.0,neutral
effort,1,0.0,neutral
officials,1,0.0,neutral
thousand,1,0.0,neutral
khattar,1,0.0,neutral
strategy,1,0.0,neutral
followed,1,0.0,neutral
religiously,1,0.0,neutral
freevaccineforall,1,0.0,neutral
consignment,1,0.0,neutral
containing,1,0.0,neutral
bo,1,0.0,neutral
kgs,1,0.0,neutral
arrived,1,0.0,neutral
cautious,1,0.0,neutral
nfollow,1,0.0,neutral
offices,1,0.0,neutral
graduall,1,0.0,neutral
announce,1,0.0,neutral
travellin,1,0.0,neutral
stark,1,-0.2,negative
ready,1,0.2,positive
pay,1,0.0,neutral
struggling,1,0.0,neutral
rock,1,0.0,neutral
weekly,1,0.0,neutral
yearly,1,0.0,neutral
skincareroutine,1,0.0,neutral
skincarelovers,1,0.0,neutral
cheerleader,1,0.0,neutral
driven,1,0.0,neutral
facts,1,0.0,neutral
speak,1,0.0,neutral
truth,1,0.0,neutral
em,1,0.0,neutral
salute,1,0.0,neutral
tirelessly,1,0.0,neutral
improvement,1,0.0,neutral
physica,1,0.0,neutral
nbgs,1,0.0,neutral
gims,1,0.0,neutral
blessings,1,0.0,neutral
chairman,1,0.0,neutral
nilesh,1,0.0,neutral
paradkar,1,0.0,neutral
managing,1,0.0,neutral
cda,1,0.0,neutral
gold,1,0.0,neutral
cagr,1,0.0,neutral
newsalert,1,0.0,neutral
stage,1,0.0,neutral
char,1,0.0,neutral
dham,1,0.0,neutral
yatra,1,0.0,neutral
starts,1,0.0,neutral
rtpcrtest,1,0.0,neutral
appro,1,0.0,neutral
mately,1,0.0,neutral
striving,1,0.0,neutral
futu,1,0.0,neutral
dum,1,0.0,neutral
runts,1,0.0,neutral
ncovid,1,0.0,neutral
irishman,1,0.0,neutral
rescued,1,0.0,neutral
antiva,1,0.0,neutral
ers,1,0.0,neutral
readmitted,1,0.0,neutral
put,1,0.0,neutral
ventil,1,0.0,neutral
nspandana,1,0.0,neutral
brickwork,1,0.0,neutral
ratings,1,0.0,neutral
nbfc,1,0.0,neutral
mfi,1,0.0,neutral
gross,1,0.0,neutral
loan,1,0.0,neutral
portfolio,1,0.0,neutral
banegaswasthindia,1,0.0,neutral
build,1,0.0,neutral
engage,1,0.0,neutral
cardiovascular,1,0.0,neutral
rcises,1,0.0,neutral
walking,1,0.0,neutral
pin,1,0.0,neutral
drop,1,0.0,neutral
silence,1,0.0,neutral
ert,1,0.0,neutral
comments,1,0.0,neutral
indusind,1,0.0,neutral
bk,1,0.0,neutral
nabv,1,0.0,neutral
wc,1,0.0,neutral
sl,1,0.0,neutral
nuse,1,0.0,neutral
positionsize,1,0.0,neutral
riskmanagement,1,0.0,neutral
nchart,1,0.0,neutral
sharjahstadium,1,0.0,neutral
royalty,1,0.0,neutral
lecture,1,0.0,neutral
videos,1,0.0,neutral
nitingadkari,1,0.0,neutral
cooking,1,0.0,neutral
eighth,1,0.0,neutral
column,1,0.0,neutral
recap,1,0.0,neutral
studies,1,0.0,neutral
protects,1,0.0,neutral
hospitalisation,1,0.0,neutral
ntrinity,1,0.0,neutral
humongous,1,0.0,neutral
covidindia,1,0.0,neutral
rdwave,1,0.0,neutral
thirdwaveofcorona,1,0.0,neutral
facemask,1,0.0,neutral
galattamemes,1,0.0,neutral
ganeshchaturthi,1,0.0,neutral
ganesh,1,0.0,neutral
visarjan,1,0.0,neutral
shops,1,0.0,neutral
pu,1,0.0,neutral
socialdistance,1,0.0,neutral
chanakyapuri,1,0.0,neutral
divisional,1,0.0,neutral
magistrate,1,0.0,neutral
banglasahi,1,0.0,neutral
watchlive,1,0.0,neutral
nhon,1,0.0,neutral
interacts,1,0.0,neutral
beneficiaries,1,0.0,neutral
empower,1,0.0,neutral
incense,1,0.0,neutral
sticks,1,0.0,neutral
flowers,1,0.0,neutral
cloth,1,0.0,neutral
pad,1,0.0,neutral
worksh,1,0.0,neutral
entire,1,0.0,neutral
sleepless,1,0.0,neutral
las,1,0.0,neutral
challengers,1,0.0,neutral
bangalore,1,0.0,neutral
skipper,1,0.0,neutral
virat,1,0.0,neutral
kohli,1,0.0,neutral
unveiled,1,0.0,neutral
blue,1,0.0,neutral
jerseys,1,0.0,neutral
resembling,1,0.0,neutral
colour,1,0.0,neutral
ppe,1,0.0,neutral
kits,1,0.0,neutral
wa,1,0.0,neutral
conducting,1,0.0,neutral
offline,1,0.0,neutral
enrolled,1,0.0,neutral
studen,1,0.0,neutral
genconcentrater,1,0.0,neutral
preparedness,1,0.0,neutral
bellan,1,0.0,neutral
ratio,1,0.0,neutral
abu,1,0.0,neutral
dhabi,1,0.0,neutral
entering,1,0.0,neutral
startin,1,0.0,neutral
defeat,1,0.0,neutral
practically,1,0.0,neutral
nbangalor,1,0.0,neutral
share,1,0.0,neutral
getvaccinatednow,1,0.0,neutral
lunchtime,1,0.0,neutral
healthminist,1,0.0,neutral
spike,1,0.0,neutral
proteins,1,0.0,neutral
rats,1,0.0,neutral
named,1,0.0,neutral
humanised,1,0.0,neutral
mice,1,0.0,neutral
ther,1,0.0,neutral
changes,1,0.0,neutral
dna,1,0.0,neutral
nanecdotal,1,0.0,neutral
lack,1,0.0,neutral
nmaharaja,1,0.0,neutral
agr,1,0.0,neutral
andhrapradesh,1,0.0,neutral
curfew,1,0.0,neutral
nightcurfew,1,0.0,neutral
apfightscorona,1,0.0,neutral
nrajshekar,1,0.0,neutral
hit,1,0.0,neutral
removes,1,0.0,neutral
louis,1,0.0,neutral
electric,1,0.0,neutral
atvs,1,0.0,neutral
launches,1,0.0,neutral
schemes,1,0.0,neutral
patient,1,0.0,neutral
thakur,1,0.0,neutral
gabbar,1,0.0,neutral
rse,1,0.0,neutral
memes,1,0.0,neutral
trendingnow,1,0.0,neutral
precautions,1,0.0,neutral
custome,1,0.0,neutral
monday,1,0.0,neutral
considerations,1,0.0,neutral
immune,1,0.0,neutral
responses,1,0.0,neutral
letter,1,0.0,neutral
appreciation,1,0.0,neutral
thankfu,1,0.0,neutral
begun,1,0.0,neutral
crop,1,0.0,neutral
businessnews,1,0.0,neutral
lucknow,1,0.0,neutral
revision,1,0.0,neutral
upcoming,1,0.0,neutral
baggage,1,0.0,neutral
disability,1,0.0,neutral
acts,1,0.0,neutral
occupationaltherapy,1,0.0,neutral
physiotherapy,1,0.0,neutral
telangana,1,0.0,neutral
nmajor,1,0.0,neutral
boost,1,0.0,neutral
boostershot,1,0.0,neutral
usfda,1,0.0,neutral
israel,1,0.0,neutral
wait,1,0.0,neutral
review,1,0.0,neutral
concession,1,0.0,neutral
cards,1,0.0,neutral
governor,1,0.0,neutral
tamilisai,1,0.0,neutral
soundararajan,1,0.0,neutral
awazthevoice,1,0.0,neutral
slot,1,0.0,neutral
booking,1,0.0,neutral
rural,1,0.0,neutral
sund,1,0.0,neutral
bjphealthvolunteer,1,0.0,neutral
encouraged,1,0.0,neutral
others,1,0.0,neutral
dedicated,1,0.0,neutral
thi,1,0.0,neutral
whoever,1,0.0,neutral
prove,1,0.0,neutral
sha,1,0.0,neutral
coronavirusupdates,1,0.0,neutral
cured,1,0.0,neutral
migrated,1,0.0,neutral
warfare,1,0.0,neutral
weapon,1,0.0,neutral
injections,1,0.0,neutral
enough,1,0.0,neutral
largestvaccinationdrive,1,0.0,neutral
indiacovid,1,0.0,neutral
njust,1,0.0,neutral
nvaccination,1,0.0,neutral
filly,1,0.0,neutral
wondering,1,0.0,neutral
crs,1,0.0,neutral
congratulationsindia,1,0.0,neutral
beatingretreat,1,0.0,neutral
resumes,1,0.0,neutral
attariwagahborder,1,0.0,neutral
wagahborder,1,0.0,neutral
amritsar,1,0.0,neutral
growing,1,0.0,neutral
labour,1,0.0,neutral
jun,1,0.0,neutral
ilo,1,0.0,neutral
unicef,1,0.0,neutral
agains,1,0.0,neutral
saying,1,0.0,neutral
cevent,1,0.0,neutral
rahulgandhi,1,0.0,neutral
jibe,1,0.0,neutral
num,1,0.0,neutral
dea,1,0.0,neutral
lifecell,1,0.0,neutral
mesocel,1,0.0,neutral
gets,1,0.0,neutral
